person_id,birthdate,school,country,height,weight,season_exp,position,rosterstatus,games_played_current_season_flag
1630296,1997-02-14,Virginia,USA,6-8,225.0,2,Forward,Inactive,N
705,1966-04-19,Southern Mississippi,USA,6-7,210.0,5,Forward,Inactive,N
2751,1982-08-03,CSKA Moscow,Russia,Unknown,0.0,4,Unknown,Inactive,N
467,1973-03-23,California,USA,6-4,210.0,19,Guard,Inactive,N
1629742,1992-03-18,Colorado State,USA,6-6,216.0,1,Forward,Inactive,N
77254,1970-09-09,Middle Tennessee State,USA,6-9,235.0,1,Forward,Inactive,N
203077,1993-09-26,Kentucky,USA,6-6,232.0,9,Forward,Inactive,N
77255,1951-08-08,Oklahoma Baptist,USA,6-9,225.0,1,Forward,Inactive,N
77256,1929-01-05,Syracuse,USA,6-1,170.0,2,Guard,Inactive,N
77258,1956-05-16,Louisiana-Monroe,USA,6-10,230.0,1,Center,Inactive,N
203930,1990-01-06,Cincinnati,USA,6-4,212.0,4,Guard,Inactive,N
77259,1942-09-07,Connecticut,USA,6-6,220.0,9,Forward,Inactive,N
77260,1966-04-09,Loyola-Marymount,USA,6-4,190.0,3,Guard,Inactive,N
77261,1966-04-24,Xavier,USA,5-11,153.0,2,Forward,Inactive,N
77262,1958-05-22,North Carolina-Charlotte,USA,6-4,190.0,1,Guard,Inactive,N
77263,1959-12-17,Maryland,USA,6-6,190.0,9,Forward,Inactive,N
77264,1956-12-04,Tennessee,USA,6-7,205.0,14,Forward,Inactive,N
12,1969-07-24,Wake Forest,USA,6-8,215.0,3,Forward,Inactive,N
701,1972-06-06,Western Carolina,USA,6-1,185.0,2,Guard,Inactive,N
77268,1928-08-16,University of Charleston,USA,6-0,175.0,6,Guard,Inactive,N
1628994,1994-01-15,Colorado,USA,6-6,220.0,2,Forward-Guard,Inactive,N
1562,1972-11-25,Nicholls State,USA,Unknown,0.0,3,Forward,Inactive,N
77270,1941-02-07,Tulsa,USA,6-2,175.0,10,Guard,Inactive,N
728,1973-08-09,Michigan,USA,6-5,210.0,2,Guard,Inactive,N
1629663,1999-04-06,Oregon,USA,6-7,205.0,4,Forward,Active,N
77272,1935-03-12,Kansas,USA,6-2,195.0,2,Guard,Inactive,N
77273,1957-02-14,Alabama,USA,6-6,225.0,6,Forward,Inactive,N
1101,1969-04-04,Nebraska,USA,7-2,260.0,4,Center,Inactive,N
351,1967-01-29,Oklahoma,USA,6-11,250.0,8,Forward-Center,Inactive,N
77276,1924-03-09,Michigan,USA,6-0,165.0,1,Guard,Inactive,N
200814,1984-03-21,South Carolina,USA,6-6,189.0,4,Guard,Inactive,N
1905,1981-02-18,CSKA Moscow,Russia,6-9,235.0,13,Forward,Inactive,N
203945,1991-11-14,New Mexico,USA,7-0,245.0,1,Center,Inactive,N
1630557,1999-03-03,Gonzaga,USA,6-6,224.0,2,Forward,Active,N
77279,1938-03-21,Duke,USA,6-9,210.0,1,Forward,Inactive,N
1123,1961-08-05,Brigham Young,USA,6-11,250.0,12,Center,Inactive,N
954,1974-06-12,Villanova,USA,6-5,185.0,9,Guard,Inactive,N
1628467,1992-01-29,Bayern Munich,Germany,6-10,240.0,6,Forward,Active,N
170,1962-01-04,Arkansas,USA,6-11,255.0,15,Center,Inactive,N
101132,1985-01-03,Missouri,Lithuania,6-8,234.0,8,Forward,Inactive,N
77283,1923-05-21,Notre Dame,USA,6-2,170.0,2,Guard,Inactive,N
77284,1921-10-21,Villanova,USA,5-7,150.0,1,Guard,Inactive,N
77285,1926-01-06,Indiana State,USA,6-3,175.0,2,Guard,Inactive,N
77287,1905-04-14,Weaver HS (CT),USA,6-2,185.0,1,Guard-Forward,Inactive,N
2688,1981-12-16,Pittsburgh,USA,6-0,180.0,1,Guard,Inactive,N
202688,1991-12-02,Kentucky,USA,6-2,182.0,9,Guard,Inactive,N
1861,1967-03-03,Dayton,USA,6-1,175.0,6,Guard,Inactive,N
77289,1955-05-03,Notre Dame,USA,6-9,210.0,4,Forward,Inactive,N
969,1974-09-13,Connecticut,USA,7-0,235.0,8,Center,Inactive,N
77291,1921-07-15,Detroit,USA,6-7,215.0,4,Center,Inactive,N
77292,1931-08-09,Kansas State,USA,6-6,215.0,1,Center,Inactive,N
77293,1946-02-27,Davidson,USA,6-9,215.0,1,Center,Inactive,N
1628995,1999-08-11,Kentucky,USA,6-7,215.0,5,Forward,Active,N
77294,1964-03-24,Nebraska-Kearney,USA,6-4,210.0,5,Forward,Inactive,N
77295,1939-07-15,Marquette,USA,6-3,202.0,12,Forward,Inactive,N
1631132,2000-06-20,Arizona,Cameroon,7-0,230.0,1,Center,Active,N
77296,1920-06-22,Wyoming,USA,6-7,212.0,1,Center,Inactive,N
402,1963-05-17,Southern Methodist,USA,7-0,250.0,11,Center,Inactive,N
1629723,1996-03-22,Indiana-Purdue Fort Wayne,USA,6-5,210.0,4,Guard,Active,N
77299,1942-08-09,Oklahoma City,USA,6-6,210.0,1,Guard,Inactive,N
77300,1960-06-12,Detroit,USA,6-9,240.0,3,Forward,Inactive,N
1627788,1997-07-24,Anadolu Efes,Turkey,6-7,202.0,6,Guard-Forward,Active,N
77301,1967-01-27,Vanderbilt,USA,6-9,225.0,2,Forward,Inactive,N
101117,1987-05-07,CSKA Moscow,Russia,6-9,203.0,3,Forward,Inactive,N
77302,1951-11-29,Tennessee,USA,6-11,245.0,2,Center,Inactive,N
77305,1951-07-01,Toledo,USA,6-8,220.0,3,Forward,Inactive,N
77306,1956-10-02,Augustana (SD),USA,6-9,220.0,1,Center,Inactive,N
77307,1942-11-10,New York University,USA,6-4,200.0,1,Forward,Inactive,N
77308,1955-11-30,San Diego State,USA,6-7,203.0,5,Forward,Inactive,N
77309,1923-02-13,Georgetown,USA,6-0,195.0,1,Guard,Inactive,N
77310,1926-11-19,Rider,USA,6-1,190.0,1,Guard,Inactive,N
203139,1987-08-25,Donetsk,Ukraine,6-11,254.0,2,Center,Inactive,N
77311,1935-09-08,Southern Methodist,USA,6-8,230.0,7,Center,Inactive,N
1630249,2000-06-19,Zaragoza,Czech Republic,6-8,195.0,2,Guard,Active,N
77312,1957-01-04,Drake,USA,6-4,175.0,1,Guard,Inactive,N
77313,1943-02-28,Kentucky,USA,6-5,200.0,3,Guard,Inactive,N
2420,1983-07-25,Partizan,Serbia,7-0,240.0,8,Center,Inactive,N
1474,1964-09-23,Montana,USA,6-9,220.0,9,Forward,Inactive,N
77316,1947-11-06,Bradley,USA,6-8,215.0,9,Forward,Inactive,N
77317,1926-12-25,Bowling Green,USA,5-11,160.0,1,Guard,Inactive,N
77319,1925-06-25,St. Mary's (CA),USA,6-2,193.0,4,Guard,Inactive,N
77320,1955-02-06,North Carolina,USA,6-2,180.0,3,Guard,Inactive,N
77322,1922-02-17,Notre Dame,USA,6-3,200.0,2,Forward,Inactive,N
389,1968-09-18,Benetton Treviso,Croatia,6-11,235.0,13,Forward,Inactive,N
1629083,1998-01-04,                                   ,Lithuania,6-10,209.0,2,Forward,Inactive,N
77323,1951-11-11,Iowa,USA,7-0,230.0,9,Center,Inactive,N
77324,1954-05-24,North Carolina,USA,6-9,230.0,9,Forward,Inactive,N
77325,1953-01-16,Michigan,USA,6-6,220.0,3,Center,Inactive,N
1629066,1998-02-05,FC Barcelona,Latvia,6-9,228.0,3,Forward,Inactive,N
201633,1985-03-05,Notre Dame,USA,6-9,232.0,2,Forward,Inactive,N
2825,1974-01-07,Ulkerspor,Turkey,6-6,200.0,1,Guard,Inactive,N
1628398,1995-07-24,Utah,USA,6-9,221.0,6,Forward,Active,N
203136,1990-05-16,Malaga,Serbia,7-0,260.0,2,Center,Inactive,N
1627851,1989-10-19,Malaga,Lithuania,6-9,215.0,2,Forward,Inactive,N
1711,1976-05-29,Kansas,USA,6-11,240.0,11,Center-Forward,Inactive,N
77328,1955-02-10,North Carolina,USA,6-10,220.0,6,Center,Inactive,N
1631222,2001-11-03,Wake Forest,USA,6-7,235.0,1,Forward,Active,N
77340,1937-11-11,Dartmouth,USA,6-8,220.0,10,Forward,Inactive,N
203897,1995-03-10,UCLA,USA,6-5,200.0,9,Guard,Active,N
1627746,1996-03-18,Kentucky,Haiti,6-10,235.0,5,Forward-Center,Inactive,N
363,1969-08-17,Duke,USA,6-11,245.0,14,Forward-Center,Inactive,N
201802,1984-05-06,Houston,USA,6-2,190.0,2,Guard,Inactive,N
100263,1900-01-01,Unknown,USA,6-11,245.0,14,Center,Inactive,N
77329,1920-06-23,Ohio,USA,6-2,190.0,1,Forward,Inactive,N
1630237,1998-01-20,Vermont,USA,6-6,227.0,3,Forward,Active,N
203117,1991-11-06,Kentucky,USA,6-4,200.0,2,Guard,Inactive,N
203087,1992-05-30,Connecticut,USA,6-5,180.0,11,Guard-Forward,Inactive,N
77331,1953-01-14,Southern California,USA,6-10,225.0,7,Center,Inactive,N
77332,1959-03-09,Virginia,USA,6-6,195.0,6,Guard,Inactive,N
2573,1985-02-05,Real Madrid,Poland,6-11,275.0,3,Forward,Inactive,N
77333,1960-07-02,Arkansas-Little Rock,USA,6-10,230.0,1,Forward,Inactive,N
2253,1979-09-03,California,USA,6-6,213.0,2,Forward,Inactive,N
1629111,1995-10-25,St. Mary's,Australia,6-11,255.0,2,Center,Active,N
201171,1983-09-19,Purdue,USA,6-9,248.0,10,Forward,Inactive,N
202068,1985-11-01,Wisconsin,USA,6-7,230.0,2,Forward,Inactive,N
77334,1955-05-21,Arizona State,USA,6-8,215.0,7,Forward,Inactive,N
457,1966-06-28,Arkansas,USA,6-11,275.0,12,Center,Inactive,N
226,1972-05-15,Duke,USA,6-8,205.0,6,Forward,Inactive,N
2591,1983-10-17,Central Park Christian HS (AL),USA,6-10,305.0,1,Center,Inactive,N
1892,1976-05-13,Duke,USA,Unknown,0.0,4,Unknown,Inactive,N
101247,1983-09-15,Kansas,USA,6-4,215.0,1,Guard,Inactive,N
1629641,1999-10-25,Indiana,USA,6-5,216.0,4,Guard-Forward,Active,N
2061,1977-11-28,Vanderbilt,USA,6-11,220.0,4,Forward,Inactive,N
77338,1946-07-13,Nebraska,USA,6-3,175.0,8,Guard,Inactive,N
1627879,1990-01-31,Estudiantes,Argentina,6-4,180.0,1,Guard,Inactive,N
77339,1938-07-18,North Carolina,USA,6-4,183.0,1,Guard,Inactive,N
203499,1992-10-02,Miami,USA,5-11,175.0,4,Guard,Inactive,N
77341,1953-06-07,Indiana,USA,6-6,185.0,2,Guard,Inactive,N
201186,1982-12-17,Massachusetts,Gabon,6-8,215.0,2,Forward,Inactive,N
968,1973-08-31,Peristeri,USA,7-4,325.0,2,Center,Inactive,N
77344,1954-07-11,Hofstra,USA,6-6,190.0,1,Guard,Inactive,N
77345,1922-11-17,Wisconsin,USA,6-2,185.0,1,Forward,Inactive,N
203530,1991-09-30,Khimki,France,6-11,260.0,5,Center,Inactive,N
77346,1926-07-11,Yale,USA,6-3,185.0,2,Forward,Inactive,N
77347,1926-06-29,Western Kentucky,USA,6-7,185.0,4,Forward,Inactive,N
201151,1985-01-25,Texas A&M,USA,6-3,202.0,5,Guard,Inactive,N
1629724,1995-12-19,Northwestern,USA,6-7,201.0,2,Forward,Inactive,N
202371,1988-11-07,Georgia Tech,USA,6-9,234.0,2,Forward,Inactive,N
77348,1952-12-08,McNeese State,USA,6-11,228.0,1,Center,Inactive,N
1630639,2000-07-15,South Carolina,Canada,6-6,179.0,1,Guard,Active,N
1535,1974-09-02,Villanova,USA,6-11,240.0,2,Center,Inactive,N
201951,1987-11-03,North Carolina,USA,5-11,195.0,10,Guard,Inactive,N
1627774,1994-03-07,Maryland,USA,6-8,209.0,7,Forward,Inactive,N
77350,1948-12-24,Southern California,USA,6-1,180.0,5,Guard,Inactive,N
1627747,1994-08-25,Michigan,USA,6-6,205.0,7,Guard,Active,N
1628388,1997-04-30,UCLA,USA,6-10,222.0,5,Forward,Inactive,N
77351,1945-11-27,Niagara,USA,6-8,225.0,2,Center,Inactive,N
77352,1935-01-31,Temple,USA,5-11,163.0,1,Guard,Inactive,N
77353,1957-05-27,Oklahoma City,USA,6-1,170.0,10,Guard,Inactive,N
287,1966-05-27,Wyoming,USA,6-11,265.0,8,Center,Inactive,N
1629665,2000-06-13,Brewster Academy (NH),USA,6-4,185.0,3,Guard,Inactive,N
203495,1992-09-10,Providence,USA,6-7,195.0,2,Guard,Inactive,N
77356,1956-12-05,Marquette,USA,6-0,185.0,2,Guard,Inactive,N
77357,1944-03-14,Vanderbilt,USA,6-10,205.0,10,Forward,Inactive,N
201584,1985-10-03,Western Kentucky,USA,6-5,215.0,13,Guard,Inactive,N
1627814,1992-10-21,Drexel,USA,6-5,210.0,6,Guard-Forward,Active,N
101135,1983-04-29,Florida,USA,6-9,245.0,13,Forward-Center,Inactive,N
77358,1964-10-24,Purdue,USA,6-5,200.0,3,Guard,Inactive,N
77359,1936-11-23,Michigan,USA,6-4,200.0,7,Forward,Inactive,N
77360,1951-12-12,UCLA,USA,6-3,190.0,1,Guard,Inactive,N
77362,1967-06-03,Towson,USA,6-3,190.0,1,Guard,Inactive,N
77363,1955-05-01,San Diego State,USA,6-10,220.0,1,Center,Inactive,N
77364,1952-11-02,Oregon,USA,6-3,193.0,6,Guard,Inactive,N
77365,1950-01-27,Marshall,USA,6-5,185.0,3,Forward,Inactive,N
1630240,1999-06-23,Vanderbilt,USA,6-2,183.0,3,Guard,Active,N
77367,1923-08-31,Case Western Reserve,USA,6-2,190.0,1,Forward,Inactive,N
100,1966-12-26,La Salle,USA,6-4,200.0,10,Guard,Inactive,N
77369,1942-05-01,Campbell,USA,6-0,180.0,2,Guard,Inactive,N
1627215,1992-07-26,Bradley,USA,6-3,180.0,3,Guard,Inactive,N
203458,1993-06-16,Maryland,Ukraine,7-2,250.0,10,Center,Active,N
77371,1932-07-17,Indiana,USA,6-3,185.0,7,Guard,Inactive,N
77370,1967-02-16,Missouri,USA,7-1,250.0,3,Center,Inactive,N
202695,1991-06-29,San Diego State,USA,6-7,225.0,11,Forward,Active,N
203086,1992-02-27,Illinois,USA,7-0,260.0,10,Forward-Center,Active,N
77372,1963-08-18,Bradley,USA,5-11,165.0,7,Guard,Inactive,N
202727,1990-03-29,Georgia,USA,Unknown,0.0,2,Unknown,Inactive,N
77373,1959-01-01,Iowa,USA,6-2,175.0,6,Guard,Inactive,N
77374,1965-12-23,Florida,USA,6-3,170.0,2,Guard,Inactive,N
202720,1989-05-14,Wisconsin,USA,6-10,228.0,9,Forward,Inactive,N
77375,1920-04-11,St. John's (NY),USA,6-2,190.0,3,Forward,Inactive,N
77376,1960-08-18,Arizona State,USA,6-3,170.0,11,Guard,Inactive,N
77377,1961-01-04,Wichita State,USA,6-8,210.0,11,Forward,Inactive,N
77385,1945-03-20,North Carolina,USA,6-3,175.0,4,Guard,Inactive,N
736,1969-09-24,Maryland,USA,6-10,235.0,1,Forward,Inactive,N
77379,1921-01-06,Eastern Kentucky,USA,6-2,195.0,2,Forward,Inactive,N
77380,1943-07-01,Arizona State,USA,6-0,175.0,2,Guard,Inactive,N
77381,1917-03-25,Oklahoma,USA,6-7,215.0,3,Forward,Inactive,N
1631171,2002-04-12,Marquette,USA,6-7,245.0,0,Forward,Active,N
729,1975-04-28,Seward County CC,USA,6-6,225.0,2,Forward,Inactive,N
1900,1977-06-26,Minnesota,USA,6-7,215.0,4,Guard-Forward,Inactive,N
77383,1963-03-28,La Salle,USA,6-6,200.0,3,Guard,Inactive,N
1740,1979-08-08,Elsik HS (TX),USA,6-10,235.0,16,Forward,Inactive,N
77384,1965-11-21,Northeastern,USA,6-7,195.0,6,Guard,Inactive,N
1630575,2000-03-12,Florida,USA,6-5,185.0,2,Guard,Inactive,N
77386,1968-10-27,Illinois,USA,6-8,205.0,4,Forward,Inactive,N
77387,1967-01-08,Stanford,USA,6-4,205.0,5,Guard,Inactive,N
202732,1988-03-31,Kentucky,USA,6-6,209.0,6,Guard,Inactive,N
77388,1952-05-19,Vanderbilt,USA,6-4,180.0,1,Guard,Inactive,N
203081,1990-07-15,Weber State,USA,6-2,195.0,11,Guard,Active,N
202391,1988-08-23,Harvard,USA,6-3,200.0,10,Guard,Inactive,N
77389,1958-06-10,South Dakota State,USA,6-9,225.0,2,Forward,Inactive,N
175,1958-10-01,Arizona State,USA,7-0,245.0,16,Center-Forward,Inactive,N
1629642,2000-02-11,North Carolina,USA,6-5,220.0,4,Forward-Guard,Active,N
1630587,1998-07-28,Michigan,USA,6-6,232.0,2,Forward,Active,N
988,1975-04-02,Louisiana State,USA,6-4,209.0,11,Guard,Inactive,N
2733,1985-09-11,No College,USA,6-7,192.0,16,Guard,Inactive,N
77392,1925-10-09,Wyoming,USA,6-10,220.0,2,Center,Inactive,N
1024,1973-07-17,Grand Canyon,USA,6-11,285.0,3,Center,Inactive,N
77394,1928-04-03,West Virginia State,USA,6-6,200.0,9,Forward,Inactive,N
77395,1959-02-22,Drake,USA,6-6,205.0,7,Guard,Inactive,N
77396,1952-12-19,Arizona State,USA,6-10,230.0,6,Center,Inactive,N
77397,1927-06-05,Louisville,USA,6-5,185.0,1,Forward,Inactive,N
77398,1966-05-22,Kentucky,USA,6-9,225.0,1,Forward,Inactive,N
77399,1960-09-14,Auburn,USA,6-9,245.0,1,Forward,Inactive,N
1100,1967-06-25,Tennessee,USA,6-8,240.0,1,Forward,Inactive,N
77401,1959-03-15,Alabama State,USA,6-6,205.0,3,Forward,Inactive,N
77402,1928-11-18,San Francisco,USA,6-5,200.0,4,Forward,Inactive,N
1629155,1992-11-18,New Mexico State,USA,6-4,180.0,1,Guard,Inactive,N
1631254,2002-08-14,Louisiana Tech,USA,6-6,275.0,1,Forward,Active,N
77403,1921-01-01,Indiana,USA,6-2,175.0,5,Guard,Inactive,N
38,1964-09-29,Iowa,USA,6-11,230.0,10,Forward-Center,Inactive,N
1381,1956-08-28,Detroit,USA,6-5,200.0,14,Guard,Inactive,N
77406,1944-02-08,Wake Forest,USA,6-2,180.0,3,Guard,Inactive,N
1627848,1993-01-29,Louisiana-Lafayette,USA,6-9,255.0,2,Forward,Inactive,N
26,1969-01-19,New Mexico,USA,Unknown,0.0,10,Center,Inactive,N
1626172,1996-02-06,UCLA,USA,6-9,222.0,8,Forward,Active,N
1732,1974-12-19,St. John's (NY),Dominican Republic,6-5,195.0,5,Guard-Forward,Inactive,N
2221,1980-04-15,Real Madrid,Spain,6-0,175.0,3,Guard,Inactive,N
201577,1988-04-01,Stanford,USA,7-0,281.0,15,Center,Active,N
943,1972-07-27,Jackson State,USA,6-4,190.0,1,Guard,Inactive,N
77409,1930-02-04,Oregon,USA,6-5,220.0,9,Forward,Inactive,N
77410,1945-12-11,Seattle,USA,6-5,210.0,2,Forward,Inactive,N
77411,1940-03-28,St. John's (NY),USA,6-3,190.0,11,Guard,Inactive,N
1629712,1999-07-02,Unknown,Brazil,6-5,188.0,3,Guard,Inactive,N
77412,1942-12-08,Southern,USA,6-8,215.0,11,Forward,Inactive,N
201567,1988-09-07,UCLA,USA,6-8,251.0,15,Forward-Center,Active,N
77413,1949-04-09,Oregon,USA,6-9,215.0,4,Forward,Inactive,N
77414,1929-09-07,Kansas,USA,6-9,234.0,11,Center,Inactive,N
77415,1960-01-21,North Carolina State,USA,6-0,195.0,4,Guard,Inactive,N
200768,1986-03-25,Villanova,USA,6-0,196.0,17,Guard,Active,N
1628070,1993-07-27,Indianapolis,USA,6-4,210.0,2,Guard,Inactive,N
77417,1922-07-04,Fordham,USA,6-3,195.0,1,Forward,Inactive,N
77419,1953-10-31,Maryland,USA,6-3,175.0,14,Guard,Inactive,N
203564,1989-05-24,Michigan State,USA,6-1,195.0,3,Guard,Inactive,N
77420,1952-02-18,Marquette,USA,6-9,215.0,12,Forward,Inactive,N
101249,1982-11-21,Oklahoma State,USA,5-11,166.0,8,Guard,Inactive,N
77421,1939-07-27,Houston,USA,6-6,205.0,2,Forward,Inactive,N
1731,1977-05-03,Nebraska,USA,6-0,175.0,12,Guard,Inactive,N
77422,1928-11-02,St. Francis (NY),USA,6-2,180.0,1,Guard,Inactive,N
77423,1921-10-05,Georgetown,USA,6-3,220.0,1,Forward,Inactive,N
77424,1951-12-20,Miami (Ohio),USA,6-0,165.0,2,Guard,Inactive,N
77425,1923-07-11,New York University,USA,6-1,178.0,5,Guard,Inactive,N
1627789,1995-05-09,Unknown,France,6-7,215.0,7,Guard-Forward,Inactive,N
1628399,1996-04-09,Syracuse,USA,6-10,225.0,3,Forward,Inactive,N
248,1970-09-03,North Carolina,USA,6-8,235.0,13,Forward,Inactive,N
77426,1968-12-24,Minnesota,USA,6-5,195.0,2,Forward,Inactive,N
77427,1945-11-25,UCLA,USA,6-7,215.0,2,Forward,Inactive,N
1627815,1992-12-21,Miami,USA,6-6,200.0,2,Guard-Forward,Inactive,N
1928,1976-01-27,Washington,Canada,7-0,280.0,5,Center,Inactive,N
77430,1930-07-20,St. John's (NY),USA,6-2,185.0,1,Guard,Inactive,N
931,1970-01-16,UCLA,USA,Unknown,0.0,9,Forward,Inactive,N
77428,1951-07-20,Canisius,USA,6-5,210.0,1,Forward,Inactive,N
77429,1928-03-22,St. Louis,USA,6-8,185.0,10,Center,Inactive,N
203159,1990-06-08,Iona,USA,6-1,205.0,2,Guard,Inactive,N
101178,1980-01-19,Tau Ceramica,Lithuania,6-4,214.0,1,Guard,Inactive,N
77432,1957-06-06,East Carolina,USA,6-3,185.0,3,Guard,Inactive,N
694,1970-05-26,Houston,USA,Unknown,0.0,7,Guard,Inactive,N
202714,1990-04-22,Butler,USA,6-3,203.0,9,Guard,Inactive,N
1635,1970-07-11,Georgia Tech,USA,6-9,248.0,1,Forward,Inactive,N
202731,1986-09-25,Florida,USA,6-10,227.0,2,Forward,Inactive,N
1629133,1995-11-29,Arkansas,USA,6-2,185.0,2,Guard,Inactive,N
1855,1969-04-14,Temple,USA,6-4,185.0,6,Guard,Inactive,N
1629122,1995-06-05,Xavier,USA,6-4,203.0,2,Guard,Inactive,N
77438,1957-04-09,Kentucky,USA,6-3,175.0,7,Guard,Inactive,N
77439,1921-12-10,West Texas A&M,USA,6-2,185.0,1,Forward,Inactive,N
2432,1981-06-08,Fresno State,USA,6-4,190.0,2,Guard,Inactive,N
1666,1969-04-18,UCLA,USA,6-4,200.0,2,Guard,Inactive,N
77441,1926-03-23,City College of New York,USA,6-5,185.0,1,Forward,Inactive,N
1894,1979-11-12,Duke,USA,6-6,225.0,15,Forward,Inactive,N
77442,1959-11-24,Kansas,USA,6-8,202.0,1,Forward,Inactive,N
1630266,1998-06-10,Unknown,Australia,6-10,234.0,1,Center,Inactive,N
101133,1986-11-05,                                   ,France,6-11,262.0,13,Center,Inactive,N
77443,1922-06-16,Georgetown,USA,6-8,220.0,7,Center,Inactive,N
77444,1927-11-20,Brown,USA,6-2,205.0,2,Forward,Inactive,N
105,1965-09-09,Central Michigan,USA,6-6,222.0,14,Guard-Forward,Inactive,N
200970,1982-05-07,Fresno State,USA,6-7,190.0,2,Forward,Inactive,N
1630588,2000-11-04,Capital City Go-Go,South Sudan,Unknown,0.0,0,Unknown,Inactive,N
1627748,1997-02-25,Athlete Institute Prep,South Sudan,7-0,221.0,5,Forward-Center,Inactive,N
77447,1924-11-15,City College of New York,USA,5-9,150.0,1,Guard,Inactive,N
1630177,2001-06-12,Asvel,France,6-5,175.0,3,Guard,Active,N
117,1961-06-28,Mississippi State,USA,6-4,205.0,13,Guard,Inactive,N
252,1963-07-24,Louisiana Tech,USA,6-9,259.0,20,Forward,Inactive,N
77449,1955-03-23,Petersburg HS (VA),USA,6-10,215.0,19,Center,Inactive,N
1074,1971-12-06,Pennsylvania,USA,Unknown,0.0,6,Guard,Inactive,N
77450,1956-07-21,San Diego State,USA,6-10,230.0,1,Forward,Inactive,N
1630572,1999-05-23,Seton Hall,Georgia,6-10,240.0,2,Forward-Center,Active,N
77451,1951-02-22,Princeton,USA,6-2,180.0,1,Guard,Inactive,N
77452,1919-10-03,Oregon State,USA,6-4,205.0,2,Forward,Inactive,N
1630211,2000-05-16,Unknown,Senegal,6-3,190.0,1,Guard,Inactive,N
77453,1925-08-25,New York University,USA,5-10,195.0,1,Guard,Inactive,N
1629611,1996-10-18,Florida State,USA,6-5,215.0,4,Guard-Forward,Active,N
1630544,2001-02-03,Florida,USA,6-3,178.0,2,Guard,Active,N
330,1966-05-17,Kansas,USA,6-10,234.0,16,Forward-Center,Inactive,N
77454,1944-01-02,Jackson State,USA,6-7,210.0,4,Forward,Inactive,N
316,1970-06-23,Washington,USA,6-11,245.0,2,Center,Inactive,N
1630185,2001-03-14,Arizona,Italy,6-2,190.0,2,Guard,Inactive,N
77456,1960-09-22,Utah,USA,6-7,190.0,6,Guard,Inactive,N
77457,1935-12-07,Northwestern,USA,6-3,190.0,2,Guard,Inactive,N
203906,1992-09-21,Iowa,USA,6-6,200.0,3,Forward,Inactive,N
77460,1966-12-13,Iowa,USA,6-6,190.0,2,Guard,Inactive,N
950,1977-02-20,Georgia Tech,USA,6-2,205.0,14,Guard,Inactive,N
36,1964-06-13,Statyba,Lithuania,6-5,200.0,7,Guard,Inactive,N
77462,1924-09-01,Harvard,USA,5-11,165.0,1,Guard,Inactive,N
1890,1978-05-07,UNLV,USA,6-7,228.0,16,Guard-Forward,Inactive,N
1626246,1988-08-15,Crvena zvezda,Serbia,7-4,290.0,8,Center,Active,N
1628374,1997-05-22,Arizona,Finland,7-0,240.0,6,Forward-Center,Active,N
200806,1985-12-26,Cibona,Croatia,6-10,225.0,1,Forward,Inactive,N
1752,1975-08-23,California,New Zealand,6-10,250.0,11,Forward-Center,Inactive,N
77464,1948-08-26,Eastern Michigan,USA,6-3,185.0,3,Guard,Inactive,N
77465,1954-03-10,Manhattan,USA,6-3,200.0,1,Guard,Inactive,N
77466,1946-04-26,Southern California,USA,6-7,215.0,1,Forward,Inactive,N
681,1972-07-17,Connecticut,USA,6-7,230.0,6,Forward,Inactive,N
923,1973-05-18,Connecticut,USA,6-9,245.0,16,Forward,Inactive,N
203088,1991-08-19,North Carolina,USA,6-4,200.0,5,Guard,Inactive,N
1630230,1998-01-24,Xavier,USA,6-7,220.0,3,Forward,Active,N
101185,1982-02-20,Oakland,USA,6-7,190.0,3,Guard-Forward,Inactive,N
77467,1931-01-06,Western Kentucky,USA,6-4,215.0,4,Forward,Inactive,N
77468,1948-12-22,Oklahoma,USA,6-7,200.0,1,Forward,Inactive,N
77481,1962-08-16,Georgetown,USA,6-7,205.0,3,Forward,Inactive,N
77478,1969-10-07,Minnesota,USA,7-0,250.0,2,Center,Inactive,N
77469,1962-08-18,Kansas,USA,6-9,212.0,1,Forward,Inactive,N
1628997,1995-09-28,Nevada,USA,6-5,205.0,4,Forward,Active,N
1628998,1995-09-28,Nevada,USA,6-6,205.0,4,Forward,Active,N
733,1971-09-23,Purdue,USA,6-5,213.0,2,Guard,Inactive,N
239,1971-03-06,UCLA,USA,5-11,170.0,13,Guard,Inactive,N
77471,1920-05-25,Georgetown,USA,5-8,160.0,2,Guard,Inactive,N
77472,1962-03-25,Real Madrid,Spain,6-9,220.0,1,Center,Inactive,N
1626185,1994-05-24,Louisiana State,USA,6-10,239.0,5,Forward,Inactive,N
77474,1967-01-14,Murray State,USA,6-5,195.0,2,Guard,Inactive,N
1629725,1996-06-19,Memphis,USA,6-2,185.0,3,Guard,Inactive,N
1629103,1995-08-03,Butler,USA,6-5,230.0,4,Forward,Inactive,N
2030,1977-12-30,Cincinnati,USA,6-9,225.0,15,Forward,Inactive,N
2755,1983-02-01,Western Carolina,USA,6-7,199.0,13,Guard,Inactive,N
77475,1950-03-26,Loyola-Chicago,USA,6-11,208.0,4,Center,Inactive,N
77476,1964-07-02,St. Joseph's (PA),USA,6-6,200.0,2,Guard,Inactive,N
